d_week_seq1,"round(y.sun_sales1 / z.sun_sales2,Int64(2))","round(y.mon_sales1 / z.mon_sales2,Int64(2))","round(y.tue_sales1 / z.tue_sales2,Int64(2))","round(y.wed_sales1 / z.wed_sales2,Int64(2))","round(y.thu_sales1 / z.thu_sales2,Int64(2))","round(y.fri_sales1 / z.fri_sales2,Int64(2))","round(y.sat_sales1 / z.sat_sales2,Int64(2))"
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5167,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5168,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5169,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5170,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5171,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5172,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5173,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5174,1.0,0.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5175,1.0,1.0,1.0,1.0,1.0,1.0,1.0
