substr(w_warehouse_name, 1, 20),sm_type,cc_name,30 days,31-60 days,61-90 days,91-120 days,>120 days
null,NEXT DAY,North Midwest_2,8135,8491,8441,0,0
null,NEXT DAY,Pacific Northwest,8193,8469,8512,0,0
null,NEXT DAY,Pacific Northwest_1,8114,8660,8471,0,0
null,OVERNIGHT,California,6129,6293,6350,0,0
null,OVERNIGHT,California_1,6038,6285,6348,0,0
null,OVERNIGHT,Hawaii/Alaska,6048,6463,6334,0,0
null,OVERNIGHT,Hawaii/Alaska_1,6190,6327,6376,0,0
null,OVERNIGHT,Mid Atlantic,6131,6358,6262,0,0
null,OVERNIGHT,Mid Atlantic_1,6139,6376,6441,0,0
null,OVERNIGHT,Mid Atlantic_2,6270,6471,6461,0,0
null,OVERNIGHT,NY Metro,6220,6282,6356,0,0
null,OVERNIGHT,NY Metro_1,6195,6301,6387,0,0
null,OVERNIGHT,NY Metro_2,6159,6223,6302,0,0
null,OVERNIGHT,North Midwest,6314,6369,6474,0,0
null,OVERNIGHT,North Midwest_1,6247,6434,6324,0,0
null,OVERNIGHT,North Midwest_2,6113,6378,6301,0,0
null,OVERNIGHT,Pacific Northwest,6106,6339,6373,0,0
null,OVERNIGHT,Pacific Northwest_1,6251,6321,6297,0,0
null,REGULAR,California,6090,6338,6321,0,0
null,REGULAR,California_1,6216,6399,6425,0,0
null,REGULAR,Hawaii/Alaska,6045,6475,6321,0,0
null,REGULAR,Hawaii/Alaska_1,6355,6312,6447,0,0
null,REGULAR,Mid Atlantic,6183,6371,6407,0,0
null,REGULAR,Mid Atlantic_1,6058,6364,6337,0,0
null,REGULAR,Mid Atlantic_2,6186,6528,6580,0,0
null,REGULAR,NY Metro,6011,6403,6432,0,0
null,REGULAR,NY Metro_1,6081,6365,6429,0,0
null,REGULAR,NY Metro_2,6038,6280,6393,0,0
null,REGULAR,North Midwest,6274,6344,6432,0,0
null,REGULAR,North Midwest_1,6258,6416,6400,0,0
null,REGULAR,North Midwest_2,6213,6380,6323,0,0
null,REGULAR,Pacific Northwest,6221,6353,6327,0,0
null,REGULAR,Pacific Northwest_1,6174,6428,6273,0,0
null,TWO DAY,California,6121,6223,6418,0,0
null,TWO DAY,California_1,6237,6269,6351,0,0
null,TWO DAY,Hawaii/Alaska,6124,6461,6314,0,0
null,TWO DAY,Hawaii/Alaska_1,6198,6419,6400,0,0
null,TWO DAY,Mid Atlantic,6193,6404,6359,0,0
null,TWO DAY,Mid Atlantic_1,6098,6369,6341,0,0
null,TWO DAY,Mid Atlantic_2,6179,6231,6323,0,0
null,TWO DAY,NY Metro,6230,6405,6274,0,0
null,TWO DAY,NY Metro_1,6302,6378,6347,0,0
null,TWO DAY,NY Metro_2,6170,6174,6417,0,0
null,TWO DAY,North Midwest,6109,6355,6324,0,0
null,TWO DAY,North Midwest_1,6187,6299,6471,0,0
null,TWO DAY,North Midwest_2,6153,6458,6339,0,0
null,TWO DAY,Pacific Northwest,6223,6425,6361,0,0
null,TWO DAY,Pacific Northwest_1,6119,6464,6168,0,0
Bad cards must make.,EXPRESS,California,8121,8486,8283,0,0
Bad cards must make.,EXPRESS,California_1,8197,8607,8410,0,0
Bad cards must make.,EXPRESS,Hawaii/Alaska,8330,8543,8627,0,0
Bad cards must make.,EXPRESS,Hawaii/Alaska_1,8146,8779,8401,0,0
Bad cards must make.,EXPRESS,Mid Atlantic,8064,8624,8481,0,0
Bad cards must make.,EXPRESS,Mid Atlantic_1,8243,8585,8459,0,0
Bad cards must make.,EXPRESS,Mid Atlantic_2,8275,8636,8449,0,0
Bad cards must make.,EXPRESS,NY Metro,8281,8644,8518,0,0
Bad cards must make.,EXPRESS,NY Metro_1,8282,8517,8568,0,0
Bad cards must make.,EXPRESS,NY Metro_2,8102,8513,8505,0,0
