channel,id,sales,returns,profit
catalog channel,catalog_pageAAAAAAAAAJAAAAAA,0.00,265136.85,-143906.88
catalog channel,catalog_pageAAAAAAAAAJBAAAAA,5153878.36,25548.85,-521935.30
catalog channel,catalog_pageAAAAAAAAAJCAAAAA,0.00,29210.47,-18154.74
catalog channel,catalog_pageAAAAAAAAAJDAAAAA,0.00,11905.67,-5341.43
catalog channel,catalog_pageAAAAAAAAAJEAAAAA,1085329.51,2134.39,-24503.20
catalog channel,catalog_pageAAAAAAAAAJFAAAAA,4140412.66,0.00,-293363.87
catalog channel,catalog_pageAAAAAAAAAKAAAAAA,0.00,220261.21,-123027.63
catalog channel,catalog_pageAAAAAAAAAKBAAAAA,5230174.99,31294.47,-627395.45
catalog channel,catalog_pageAAAAAAAAAKCAAAAA,0.00,26493.47,-10750.14
catalog channel,catalog_pageAAAAAAAAAKDAAAAA,0.00,22958.96,-10209.49
catalog channel,catalog_pageAAAAAAAAAKEAAAAA,1088414.17,269.20,-107972.55
catalog channel,catalog_pageAAAAAAAAAKFAAAAA,4018796.51,0.00,-317855.21
catalog channel,catalog_pageAAAAAAAAALAAAAAA,0.00,258043.46,-184253.84
catalog channel,catalog_pageAAAAAAAAALBAAAAA,5074020.91,27643.76,-694897.56
catalog channel,catalog_pageAAAAAAAAALCAAAAA,0.00,20397.85,-12188.10
catalog channel,catalog_pageAAAAAAAAALDAAAAA,0.00,6269.46,-5534.48
catalog channel,catalog_pageAAAAAAAAALEAAAAA,1169515.90,1766.81,-12409.09
catalog channel,catalog_pageAAAAAAAAALFAAAAA,4069337.88,0.00,-569378.13
catalog channel,catalog_pageAAAAAAAAAMAAAAAA,10777576.85,70066.27,-1082182.38
catalog channel,catalog_pageAAAAAAAAAMBAAAAA,5024468.14,16657.85,-370406.75
catalog channel,catalog_pageAAAAAAAAAMCAAAAA,0.00,10538.12,-10059.04
catalog channel,catalog_pageAAAAAAAAAMDAAAAA,0.00,1927.55,-3143.48
catalog channel,catalog_pageAAAAAAAAAMEAAAAA,1180367.68,2916.52,-40693.56
catalog channel,catalog_pageAAAAAAAAAMFAAAAA,4479555.02,617.12,-351963.51
catalog channel,catalog_pageAAAAAAAAANAAAAAA,10482008.90,74730.74,-1175106.20
catalog channel,catalog_pageAAAAAAAAANBAAAAA,5113402.31,28413.30,-504864.34
catalog channel,catalog_pageAAAAAAAAANCAAAAA,0.00,7280.56,-4831.12
catalog channel,catalog_pageAAAAAAAAANDAAAAA,0.00,14255.42,-6743.12
catalog channel,catalog_pageAAAAAAAAANEAAAAA,1083417.22,842.89,-130835.96
catalog channel,catalog_pageAAAAAAAAANFAAAAA,4067121.35,0.00,-426319.61
catalog channel,catalog_pageAAAAAAAAAOAAAAAA,10452720.39,78361.17,-1035753.22
catalog channel,catalog_pageAAAAAAAAAOBAAAAA,5144163.78,29067.05,-512117.21
catalog channel,catalog_pageAAAAAAAAAOCAAAAA,0.00,14601.00,-8573.77
catalog channel,catalog_pageAAAAAAAAAODAAAAA,0.00,16784.13,-11748.32
catalog channel,catalog_pageAAAAAAAAAOEAAAAA,1044782.70,429.99,-134261.82
catalog channel,catalog_pageAAAAAAAAAOFAAAAA,4256505.61,298.80,-509955.98
catalog channel,catalog_pageAAAAAAAAAPAAAAAA,10591746.21,46996.35,-916335.42
catalog channel,catalog_pageAAAAAAAAAPBAAAAA,5242122.16,24092.84,-492373.22
catalog channel,catalog_pageAAAAAAAAAPCAAAAA,0.00,21311.02,-19299.45
catalog channel,catalog_pageAAAAAAAAAPDAAAAA,0.00,2841.35,-2469.07
catalog channel,catalog_pageAAAAAAAAAPEAAAAA,1179084.68,5513.38,-145209.51
catalog channel,catalog_pageAAAAAAAABAAAAAAA,0.00,251914.03,-136719.55
catalog channel,catalog_pageAAAAAAAABABAAAAA,10587923.43,80309.95,-1161886.67
catalog channel,catalog_pageAAAAAAAABACAAAAA,5552226.19,21354.43,-475030.35
catalog channel,catalog_pageAAAAAAAABADAAAAA,0.00,27960.51,-12137.76
